abs_index,no of objs,selected_dist,selected_angle,gt_beams,pred_dist_5,pred_angle_5,pred_dist_angle_5
2873,"[5, 5, 4, 4, 4, 4]","[0.442371476499107, 0.4420990394922839, 0.4420990394922839, 0.44169493507170765, 0.4427235673961801, 0.441828891934423]","[74.77839218063741, 74.90869726403875, 74.90869726403875, 75.10432923746228, 75.07010005688096, 75.03916236786962]","[162, 163, 162, 162, 162, 163]",0.441828891934423,75.03916236786962,"[0.441828891934423, 75.03916236786962]"
2874,"[5, 4, 4, 4, 4, 4]","[0.4420990394922839, 0.4420990394922839, 0.44169493507170765, 0.4427235673961801, 0.441828891934423, 0.441828891934423]","[74.90869726403875, 74.90869726403875, 75.10432923746228, 75.07010005688096, 75.03916236786962, 75.03916236786962]","[163, 162, 162, 162, 163, 162]",0.441828891934423,75.03916236786962,"[0.441828891934423, 75.03916236786962]"
2875,"[4, 4, 4, 4, 4, 4]","[0.4420990394922839, 0.44169493507170765, 0.4427235673961801, 0.441828891934423, 0.441828891934423, 0.441828891934423]","[74.90869726403875, 75.10432923746228, 75.07010005688096, 75.03916236786962, 75.03916236786962, 75.03916236786962]","[162, 162, 162, 163, 162, 162]",0.441828891934423,75.03916236786962,"[0.441828891934423, 75.03916236786962]"
2876,"[4, 4, 4, 4, 4, 4]","[0.44169493507170765, 0.4427235673961801, 0.441828891934423, 0.441828891934423, 0.441828891934423, 0.441828891934423]","[75.10432923746228, 75.07010005688096, 75.03916236786962, 75.03916236786962, 75.03916236786962, 75.03916236786962]","[162, 162, 163, 162, 162, 162]",0.441828891934423,75.03916236786962,"[0.441828891934423, 75.03916236786962]"
2877,"[4, 4, 4, 4, 4, 4]","[0.4427235673961801, 0.441828891934423, 0.441828891934423, 0.441828891934423, 0.441828891934423, 0.4427235673961801]","[75.07010005688096, 75.03916236786962, 75.03916236786962, 75.03916236786962, 75.03916236786962, 75.07010005688096]","[162, 163, 162, 162, 162, 162]",0.4427235673961801,75.07010005688096,"[0.4427235673961801, 75.07010005688096]"
2878,"[4, 4, 4, 4, 4, 4]","[0.441828891934423, 0.441828891934423, 0.441828891934423, 0.441828891934423, 0.4427235673961801, 0.44285808242934893]","[75.03916236786962, 75.03916236786962, 75.03916236786962, 75.03916236786962, 75.07010005688096, 75.00496996686601]","[163, 162, 162, 162, 162, 162]",0.44285808242934893,75.00496996686601,"[0.44285808242934893, 75.00496996686601]"
2879,"[4, 4, 4, 4, 4, 4]","[0.441828891934423, 0.441828891934423, 0.441828891934423, 0.4427235673961801, 0.44285808242934893, 0.4427235673961801]","[75.03916236786962, 75.03916236786962, 75.03916236786962, 75.07010005688096, 75.00496996686601, 75.07010005688096]","[162, 162, 162, 162, 162, 162]",0.4427235673961801,75.07010005688096,"[0.4427235673961801, 75.07010005688096]"
2880,"[4, 4, 4, 4, 4, 4]","[0.441828891934423, 0.441828891934423, 0.4427235673961801, 0.44285808242934893, 0.4427235673961801, 0.44285808242934893]","[75.03916236786962, 75.03916236786962, 75.07010005688096, 75.00496996686601, 75.07010005688096, 75.00496996686601]","[162, 162, 162, 162, 162, 162]",0.44285808242934893,75.00496996686601,"[0.44285808242934893, 75.00496996686601]"
2881,"[4, 4, 4, 4, 4, 5]","[0.441828891934423, 0.4427235673961801, 0.44285808242934893, 0.4427235673961801, 0.44285808242934893, 0.4427235673961801]","[75.03916236786962, 75.07010005688096, 75.00496996686601, 75.07010005688096, 75.00496996686601, 75.07010005688096]","[162, 162, 162, 162, 162, 163]",0.4427235673961801,75.07010005688096,"[0.4427235673961801, 75.07010005688096]"
2882,"[4, 4, 4, 4, 5, 4]","[0.4427235673961801, 0.44285808242934893, 0.4427235673961801, 0.44285808242934893, 0.4427235673961801, 0.44196367926900965]","[75.07010005688096, 75.00496996686601, 75.07010005688096, 75.00496996686601, 75.07010005688096, 74.9739098794621]","[162, 162, 162, 162, 163, 162]",0.44196367926900965,74.9739098794621,"[0.44196367926900965, 74.9739098794621]"
2883,"[4, 4, 4, 5, 4, 4]","[0.44285808242934893, 0.4427235673961801, 0.44285808242934893, 0.4427235673961801, 0.44196367926900965, 0.44196367926900965]","[75.00496996686601, 75.07010005688096, 75.00496996686601, 75.07010005688096, 74.9739098794621, 74.9739098794621]","[162, 162, 162, 163, 162, 162]",0.44196367926900965,74.9739098794621,"[0.44196367926900965, 74.9739098794621]"
2884,"[4, 4, 5, 4, 4, 4]","[0.4427235673961801, 0.44285808242934893, 0.4427235673961801, 0.44196367926900965, 0.44196367926900965, 0.4420990394922839]","[75.07010005688096, 75.00496996686601, 75.07010005688096, 74.9739098794621, 74.9739098794621, 74.90869726403875]","[162, 162, 163, 162, 162, 162]",0.4420990394922839,74.90869726403875,"[0.4420990394922839, 74.90869726403875]"
2885,"[4, 5, 4, 4, 4, 4]","[0.44285808242934893, 0.4427235673961801, 0.44196367926900965, 0.44196367926900965, 0.4420990394922839, 0.4420990394922839]","[75.00496996686601, 75.07010005688096, 74.9739098794621, 74.9739098794621, 74.90869726403875, 74.90869726403875]","[162, 163, 162, 162, 162, 162]",0.4420990394922839,74.90869726403875,"[0.4420990394922839, 74.90869726403875]"
2886,"[5, 4, 4, 4, 4, 4]","[0.4427235673961801, 0.44196367926900965, 0.44196367926900965, 0.4420990394922839, 0.4420990394922839, 0.44196367926900965]","[75.07010005688096, 74.9739098794621, 74.9739098794621, 74.90869726403875, 74.90869726403875, 74.9739098794621]","[163, 162, 162, 162, 162, 162]",0.44196367926900965,74.9739098794621,"[0.44196367926900965, 74.9739098794621]"
2887,"[4, 4, 4, 4, 4, 4]","[0.44196367926900965, 0.44196367926900965, 0.4420990394922839, 0.4420990394922839, 0.44196367926900965, 0.44223497207819285]","[74.9739098794621, 74.9739098794621, 74.90869726403875, 74.90869726403875, 74.9739098794621, 74.84352465386685]","[162, 162, 162, 162, 162, 162]",0.44223497207819285,74.84352465386685,"[0.44223497207819285, 74.84352465386685]"
2888,"[4, 4, 4, 4, 4, 4]","[0.44196367926900965, 0.4420990394922839, 0.4420990394922839, 0.44196367926900965, 0.44223497207819285, 0.44196367926900965]","[74.9739098794621, 74.90869726403875, 74.90869726403875, 74.9739098794621, 74.84352465386685, 74.9739098794621]","[162, 162, 162, 162, 162, 162]",0.44196367926900965,74.9739098794621,"[0.44196367926900965, 74.9739098794621]"
2889,"[4, 4, 4, 4, 4, 5]","[0.4420990394922839, 0.4420990394922839, 0.44196367926900965, 0.44223497207819285, 0.44196367926900965, 0.441828891934423]","[74.90869726403875, 74.90869726403875, 74.9739098794621, 74.84352465386685, 74.9739098794621, 75.03916236786962]","[162, 162, 162, 162, 162, 163]",0.441828891934423,75.03916236786962,"[0.441828891934423, 75.03916236786962]"
2890,"[4, 4, 4, 4, 5, 4]","[0.4420990394922839, 0.44196367926900965, 0.44223497207819285, 0.44196367926900965, 0.441828891934423, 0.44353922557988035]","[74.90869726403875, 74.9739098794621, 74.84352465386685, 74.9739098794621, 75.03916236786962, 74.67991670662002]","[162, 162, 162, 162, 163, 162]",0.44353922557988035,74.67991670662002,"[0.44353922557988035, 74.67991670662002]"
2891,"[4, 4, 4, 5, 4, 4]","[0.44196367926900965, 0.44223497207819285, 0.44196367926900965, 0.441828891934423, 0.44353922557988035, 0.4429229349954685]","[74.9739098794621, 74.84352465386685, 74.9739098794621, 75.03916236786962, 74.67991670662002, 74.51839093540866]","[162, 162, 162, 163, 162, 163]",0.4429229349954685,74.51839093540866,"[0.4429229349954685, 74.51839093540866]"
2892,"[4, 4, 5, 4, 4, 4]","[0.44223497207819285, 0.44196367926900965, 0.441828891934423, 0.44353922557988035, 0.4429229349954685, 0.44285808242934893]","[74.84352465386685, 74.9739098794621, 75.03916236786962, 74.67991670662002, 74.51839093540866, 75.00496996686601]","[162, 162, 163, 162, 163, 162]",0.44285808242934893,75.00496996686601,"[0.44285808242934893, 75.00496996686601]"
2893,"[4, 5, 4, 4, 4, 4]","[0.44196367926900965, 0.441828891934423, 0.44353922557988035, 0.4429229349954685, 0.44285808242934893, 0.441828891934423]","[74.9739098794621, 75.03916236786962, 74.67991670662002, 74.51839093540866, 75.00496996686601, 75.03916236786962]","[162, 163, 162, 163, 162, 162]",0.441828891934423,75.03916236786962,"[0.441828891934423, 75.03916236786962]"
2894,"[5, 4, 4, 4, 4, 4]","[0.441828891934423, 0.44353922557988035, 0.4429229349954685, 0.44285808242934893, 0.441828891934423, 0.4427235673961801]","[75.03916236786962, 74.67991670662002, 74.51839093540866, 75.00496996686601, 75.03916236786962, 75.07010005688096]","[163, 162, 163, 162, 162, 162]",0.4427235673961801,75.07010005688096,"[0.4427235673961801, 75.07010005688096]"
2895,"[4, 4, 4, 4, 4, 4]","[0.44353922557988035, 0.4429229349954685, 0.44285808242934893, 0.441828891934423, 0.4427235673961801, 0.44299316936043154]","[74.67991670662002, 74.51839093540866, 75.00496996686601, 75.03916236786962, 75.07010005688096, 74.93987951450008]","[162, 163, 162, 162, 162, 162]",0.44299316936043154,74.93987951450008,"[0.44299316936043154, 74.93987951450008]"
2896,"[4, 4, 4, 4, 4, 4]","[0.4429229349954685, 0.44285808242934893, 0.441828891934423, 0.4427235673961801, 0.44299316936043154, 0.44196367926900965]","[74.51839093540866, 75.00496996686601, 75.03916236786962, 75.07010005688096, 74.93987951450008, 74.9739098794621]","[163, 162, 162, 162, 162, 163]",0.44196367926900965,74.9739098794621,"[0.44196367926900965, 74.9739098794621]"
2897,"[4, 4, 4, 4, 4, 4]","[0.44285808242934893, 0.441828891934423, 0.4427235673961801, 0.44299316936043154, 0.44196367926900965, 0.4420990394922839]","[75.00496996686601, 75.03916236786962, 75.07010005688096, 74.93987951450008, 74.9739098794621, 74.90869726403875]","[162, 162, 162, 162, 163, 163]",0.4420990394922839,74.90869726403875,"[0.4420990394922839, 74.90869726403875]"
2898,"[4, 4, 4, 4, 4, 3]","[0.441828891934423, 0.4427235673961801, 0.44299316936043154, 0.44196367926900965, 0.4420990394922839, 0.44285808242934893]","[75.03916236786962, 75.07010005688096, 74.93987951450008, 74.9739098794621, 74.90869726403875, 75.00496996686601]","[162, 162, 162, 163, 163, 163]",0.44285808242934893,75.00496996686601,"[0.44285808242934893, 75.00496996686601]"
2899,"[4, 4, 4, 4, 3, 3]","[0.4427235673961801, 0.44299316936043154, 0.44196367926900965, 0.4420990394922839, 0.44285808242934893, 0.44223497207819285]","[75.07010005688096, 74.93987951450008, 74.9739098794621, 74.90869726403875, 75.00496996686601, 74.84352465386685]","[162, 162, 163, 163, 163, 163]",0.44223497207819285,74.84352465386685,"[0.44223497207819285, 74.84352465386685]"
2900,"[4, 4, 4, 3, 3, 4]","[0.44299316936043154, 0.44196367926900965, 0.4420990394922839, 0.44285808242934893, 0.44223497207819285, 0.4420990394922839]","[74.93987951450008, 74.9739098794621, 74.90869726403875, 75.00496996686601, 74.84352465386685, 74.90869726403875]","[162, 163, 163, 163, 163, 163]",0.4420990394922839,74.90869726403875,"[0.4420990394922839, 74.90869726403875]"
2901,"[4, 4, 3, 3, 4, 4]","[0.44196367926900965, 0.4420990394922839, 0.44285808242934893, 0.44223497207819285, 0.4420990394922839, 0.442371476499107]","[74.9739098794621, 74.90869726403875, 75.00496996686601, 74.84352465386685, 74.90869726403875, 74.77839218063741]","[163, 163, 163, 163, 163, 163]",0.442371476499107,74.77839218063741,"[0.442371476499107, 74.77839218063741]"
2902,"[4, 3, 3, 4, 4, 4]","[0.4420990394922839, 0.44285808242934893, 0.44223497207819285, 0.4420990394922839, 0.442371476499107, 0.441828891934423]","[74.90869726403875, 75.00496996686601, 74.84352465386685, 74.90869726403875, 74.77839218063741, 75.03916236786962]","[163, 163, 163, 163, 163, 163]",0.441828891934423,75.03916236786962,"[0.441828891934423, 75.03916236786962]"
2903,"[3, 3, 4, 4, 4, 4]","[0.44285808242934893, 0.44223497207819285, 0.4420990394922839, 0.442371476499107, 0.441828891934423, 0.44169493507170765]","[75.00496996686601, 74.84352465386685, 74.90869726403875, 74.77839218063741, 75.03916236786962, 75.10432923746228]","[163, 163, 163, 163, 163, 162]",0.44169493507170765,75.10432923746228,"[0.44169493507170765, 75.10432923746228]"
2904,"[3, 4, 4, 4, 4, 4]","[0.44223497207819285, 0.4420990394922839, 0.442371476499107, 0.441828891934423, 0.44169493507170765, 0.44169493507170765]","[74.84352465386685, 74.90869726403875, 74.77839218063741, 75.03916236786962, 75.10432923746228, 75.10432923746228]","[163, 163, 163, 163, 162, 163]",0.44169493507170765,75.10432923746228,"[0.44169493507170765, 75.10432923746228]"
2905,"[4, 4, 4, 4, 4, 4]","[0.4420990394922839, 0.442371476499107, 0.441828891934423, 0.44169493507170765, 0.44169493507170765, 0.44169493507170765]","[74.90869726403875, 74.77839218063741, 75.03916236786962, 75.10432923746228, 75.10432923746228, 75.10432923746228]","[163, 163, 163, 162, 163, 162]",0.44169493507170765,75.10432923746228,"[0.44169493507170765, 75.10432923746228]"
2906,"[4, 4, 4, 4, 4, 4]","[0.442371476499107, 0.441828891934423, 0.44169493507170765, 0.44169493507170765, 0.44169493507170765, 0.44169493507170765]","[74.77839218063741, 75.03916236786962, 75.10432923746228, 75.10432923746228, 75.10432923746228, 75.10432923746228]","[163, 163, 162, 163, 162, 162]",0.44169493507170765,75.10432923746228,"[0.44169493507170765, 75.10432923746228]"
2907,"[4, 4, 4, 4, 4, 4]","[0.441828891934423, 0.44169493507170765, 0.44169493507170765, 0.44169493507170765, 0.44169493507170765, 0.44285808242934893]","[75.03916236786962, 75.10432923746228, 75.10432923746228, 75.10432923746228, 75.10432923746228, 75.00496996686601]","[163, 162, 163, 162, 162, 162]",0.44285808242934893,75.00496996686601,"[0.44285808242934893, 75.00496996686601]"
2908,"[4, 4, 4, 4, 4, 4]","[0.44169493507170765, 0.44169493507170765, 0.44169493507170765, 0.44169493507170765, 0.44285808242934893, 0.44196367926900965]","[75.10432923746228, 75.10432923746228, 75.10432923746228, 75.10432923746228, 75.00496996686601, 74.9739098794621]","[162, 163, 162, 162, 162, 162]",0.44196367926900965,74.9739098794621,"[0.44196367926900965, 74.9739098794621]"
2909,"[4, 4, 4, 4, 4, 4]","[0.44169493507170765, 0.44169493507170765, 0.44169493507170765, 0.44285808242934893, 0.44196367926900965, 0.441828891934423]","[75.10432923746228, 75.10432923746228, 75.10432923746228, 75.00496996686601, 74.9739098794621, 75.03916236786962]","[163, 162, 162, 162, 162, 163]",0.441828891934423,75.03916236786962,"[0.441828891934423, 75.03916236786962]"
2910,"[4, 4, 4, 4, 4, 4]","[0.44169493507170765, 0.44169493507170765, 0.44285808242934893, 0.44196367926900965, 0.441828891934423, 0.442371476499107]","[75.10432923746228, 75.10432923746228, 75.00496996686601, 74.9739098794621, 75.03916236786962, 74.77839218063741]","[162, 162, 162, 162, 163, 162]",0.442371476499107,74.77839218063741,"[0.442371476499107, 74.77839218063741]"
2911,"[4, 4, 4, 4, 4, 4]","[0.44169493507170765, 0.44285808242934893, 0.44196367926900965, 0.441828891934423, 0.442371476499107, 0.44196367926900965]","[75.10432923746228, 75.00496996686601, 74.9739098794621, 75.03916236786962, 74.77839218063741, 74.9739098794621]","[162, 162, 162, 163, 162, 162]",0.44196367926900965,74.9739098794621,"[0.44196367926900965, 74.9739098794621]"
2912,"[4, 4, 4, 4, 4, 4]","[0.44285808242934893, 0.44196367926900965, 0.441828891934423, 0.442371476499107, 0.44196367926900965, 0.44196367926900965]","[75.00496996686601, 74.9739098794621, 75.03916236786962, 74.77839218063741, 74.9739098794621, 74.9739098794621]","[162, 162, 163, 162, 162, 162]",0.44196367926900965,74.9739098794621,"[0.44196367926900965, 74.9739098794621]"
2913,"[4, 4, 4, 4, 4, 4]","[0.44196367926900965, 0.441828891934423, 0.442371476499107, 0.44196367926900965, 0.44196367926900965, 0.44196367926900965]","[74.9739098794621, 75.03916236786962, 74.77839218063741, 74.9739098794621, 74.9739098794621, 74.9739098794621]","[162, 163, 162, 162, 162, 163]",0.44196367926900965,74.9739098794621,"[0.44196367926900965, 74.9739098794621]"
2914,"[4, 4, 4, 4, 4, 4]","[0.441828891934423, 0.442371476499107, 0.44196367926900965, 0.44196367926900965, 0.44196367926900965, 0.44196367926900965]","[75.03916236786962, 74.77839218063741, 74.9739098794621, 74.9739098794621, 74.9739098794621, 74.9739098794621]","[163, 162, 162, 162, 163, 162]",0.44196367926900965,74.9739098794621,"[0.44196367926900965, 74.9739098794621]"
2915,"[4, 4, 4, 4, 4, 5]","[0.442371476499107, 0.44196367926900965, 0.44196367926900965, 0.44196367926900965, 0.44196367926900965, 0.4420990394922839]","[74.77839218063741, 74.9739098794621, 74.9739098794621, 74.9739098794621, 74.9739098794621, 74.90869726403875]","[162, 162, 162, 163, 162, 162]",0.4420990394922839,74.90869726403875,"[0.4420990394922839, 74.90869726403875]"
2916,"[4, 4, 4, 4, 5, 4]","[0.44196367926900965, 0.44196367926900965, 0.44196367926900965, 0.44196367926900965, 0.4420990394922839, 0.44196367926900965]","[74.9739098794621, 74.9739098794621, 74.9739098794621, 74.9739098794621, 74.90869726403875, 74.9739098794621]","[162, 162, 163, 162, 162, 162]",0.44196367926900965,74.9739098794621,"[0.44196367926900965, 74.9739098794621]"
2917,"[4, 4, 4, 5, 4, 5]","[0.44196367926900965, 0.44196367926900965, 0.44196367926900965, 0.4420990394922839, 0.44196367926900965, 0.44223497207819285]","[74.9739098794621, 74.9739098794621, 74.9739098794621, 74.90869726403875, 74.9739098794621, 74.84352465386685]","[162, 163, 162, 162, 162, 163]",0.44223497207819285,74.84352465386685,"[0.44223497207819285, 74.84352465386685]"
2918,"[4, 4, 5, 4, 5, 4]","[0.44196367926900965, 0.44196367926900965, 0.4420990394922839, 0.44196367926900965, 0.44223497207819285, 0.44250855222582985]","[74.9739098794621, 74.9739098794621, 74.90869726403875, 74.9739098794621, 74.84352465386685, 74.71329997546431]","[163, 162, 162, 162, 163, 163]",0.44250855222582985,74.71329997546431,"[0.44250855222582985, 74.71329997546431]"
2919,"[4, 5, 4, 5, 4, 5]","[0.44196367926900965, 0.4420990394922839, 0.44196367926900965, 0.44223497207819285, 0.44250855222582985, 0.44196367926900965]","[74.9739098794621, 74.90869726403875, 74.9739098794621, 74.84352465386685, 74.71329997546431, 74.9739098794621]","[162, 162, 162, 163, 163, 163]",0.44196367926900965,74.9739098794621,"[0.44196367926900965, 74.9739098794621]"
2920,"[5, 4, 5, 4, 5, 5]","[0.4420990394922839, 0.44196367926900965, 0.44223497207819285, 0.44250855222582985, 0.44196367926900965, 0.441828891934423]","[74.90869726403875, 74.9739098794621, 74.84352465386685, 74.71329997546431, 74.9739098794621, 75.03916236786962]","[162, 162, 163, 163, 163, 162]",0.441828891934423,75.03916236786962,"[0.441828891934423, 75.03916236786962]"
2921,"[4, 5, 4, 5, 5, 5]","[0.44196367926900965, 0.44223497207819285, 0.44250855222582985, 0.44196367926900965, 0.441828891934423, 0.441828891934423]","[74.9739098794621, 74.84352465386685, 74.71329997546431, 74.9739098794621, 75.03916236786962, 75.03916236786962]","[162, 163, 163, 163, 162, 163]",0.441828891934423,75.03916236786962,"[0.441828891934423, 75.03916236786962]"
2922,"[5, 4, 5, 5, 5, 4]","[0.44223497207819285, 0.44250855222582985, 0.44196367926900965, 0.441828891934423, 0.441828891934423, 0.441828891934423]","[74.84352465386685, 74.71329997546431, 74.9739098794621, 75.03916236786962, 75.03916236786962, 75.03916236786962]","[163, 163, 163, 162, 163, 162]",0.441828891934423,75.03916236786962,"[0.441828891934423, 75.03916236786962]"
2923,"[4, 5, 5, 5, 4, 4]","[0.44250855222582985, 0.44196367926900965, 0.441828891934423, 0.441828891934423, 0.441828891934423, 0.441828891934423]","[74.71329997546431, 74.9739098794621, 75.03916236786962, 75.03916236786962, 75.03916236786962, 75.03916236786962]","[163, 163, 162, 163, 162, 162]",0.441828891934423,75.03916236786962,"[0.441828891934423, 75.03916236786962]"
2924,"[5, 5, 5, 4, 4, 5]","[0.44196367926900965, 0.441828891934423, 0.441828891934423, 0.441828891934423, 0.441828891934423, 0.441828891934423]","[74.9739098794621, 75.03916236786962, 75.03916236786962, 75.03916236786962, 75.03916236786962, 75.03916236786962]","[163, 162, 163, 162, 162, 162]",0.441828891934423,75.03916236786962,"[0.441828891934423, 75.03916236786962]"
2925,"[5, 5, 4, 4, 5, 4]","[0.441828891934423, 0.441828891934423, 0.441828891934423, 0.441828891934423, 0.441828891934423, 0.441828891934423]","[75.03916236786962, 75.03916236786962, 75.03916236786962, 75.03916236786962, 75.03916236786962, 75.03916236786962]","[162, 163, 162, 162, 162, 162]",0.441828891934423,75.03916236786962,"[0.441828891934423, 75.03916236786962]"
2926,"[5, 4, 4, 5, 4, 4]","[0.441828891934423, 0.441828891934423, 0.441828891934423, 0.441828891934423, 0.441828891934423, 0.441828891934423]","[75.03916236786962, 75.03916236786962, 75.03916236786962, 75.03916236786962, 75.03916236786962, 75.03916236786962]","[163, 162, 162, 162, 162, 162]",0.441828891934423,75.03916236786962,"[0.441828891934423, 75.03916236786962]"
2927,"[4, 4, 5, 4, 4, 4]","[0.441828891934423, 0.441828891934423, 0.441828891934423, 0.441828891934423, 0.441828891934423, 0.441828891934423]","[75.03916236786962, 75.03916236786962, 75.03916236786962, 75.03916236786962, 75.03916236786962, 75.03916236786962]","[162, 162, 162, 162, 162, 162]",0.441828891934423,75.03916236786962,"[0.441828891934423, 75.03916236786962]"
2928,"[4, 5, 4, 4, 4, 4]","[0.441828891934423, 0.441828891934423, 0.441828891934423, 0.441828891934423, 0.441828891934423, 0.44196367926900965]","[75.03916236786962, 75.03916236786962, 75.03916236786962, 75.03916236786962, 75.03916236786962, 74.9739098794621]","[162, 162, 162, 162, 162, 163]",0.44196367926900965,74.9739098794621,"[0.44196367926900965, 74.9739098794621]"
2929,"[5, 4, 4, 4, 4, 4]","[0.441828891934423, 0.441828891934423, 0.441828891934423, 0.441828891934423, 0.44196367926900965, 0.441828891934423]","[75.03916236786962, 75.03916236786962, 75.03916236786962, 75.03916236786962, 74.9739098794621, 75.03916236786962]","[162, 162, 162, 162, 163, 163]",0.441828891934423,75.03916236786962,"[0.441828891934423, 75.03916236786962]"
2930,"[4, 4, 4, 4, 4, 4]","[0.441828891934423, 0.441828891934423, 0.441828891934423, 0.44196367926900965, 0.441828891934423, 0.44196367926900965]","[75.03916236786962, 75.03916236786962, 75.03916236786962, 74.9739098794621, 75.03916236786962, 74.9739098794621]","[162, 162, 162, 163, 163, 163]",0.44196367926900965,74.9739098794621,"[0.44196367926900965, 74.9739098794621]"
2931,"[4, 4, 4, 4, 4, 4]","[0.441828891934423, 0.441828891934423, 0.44196367926900965, 0.441828891934423, 0.44196367926900965, 0.441828891934423]","[75.03916236786962, 75.03916236786962, 74.9739098794621, 75.03916236786962, 74.9739098794621, 75.03916236786962]","[162, 162, 163, 163, 163, 163]",0.441828891934423,75.03916236786962,"[0.441828891934423, 75.03916236786962]"
2932,"[4, 4, 4, 4, 4, 4]","[0.441828891934423, 0.44196367926900965, 0.441828891934423, 0.44196367926900965, 0.441828891934423, 0.44169493507170765]","[75.03916236786962, 74.9739098794621, 75.03916236786962, 74.9739098794621, 75.03916236786962, 75.10432923746228]","[162, 163, 163, 163, 163, 163]",0.44169493507170765,75.10432923746228,"[0.44169493507170765, 75.10432923746228]"
2933,"[4, 4, 4, 4, 4, 4]","[0.44196367926900965, 0.441828891934423, 0.44196367926900965, 0.441828891934423, 0.44169493507170765, 0.44169493507170765]","[74.9739098794621, 75.03916236786962, 74.9739098794621, 75.03916236786962, 75.10432923746228, 75.10432923746228]","[163, 163, 163, 163, 163, 163]",0.44169493507170765,75.10432923746228,"[0.44169493507170765, 75.10432923746228]"
